Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
Duxton Plain Park,Roger Yin,Nice place.,5,a year ago,Attractions
Duxton Plain Park,Kevin L,Pleasant place for a walk,3,5 years ago,Attractions
Duxton Plain Park,Islam Sahidul,Very nice all,5,4 years ago,Attractions
Duxton Plain Park,Shahrman Nayan,Slither of nature in the concrete spaces,4,6 years ago,Attractions
Duxton Plain Park,winnei ooi,Good game👍👍👍 …,5,6 years ago,Attractions
Duxton Plain Park,Nayzar Minn,Beautiful,5,5 years ago,Attractions
Duxton Plain Park,Ben Hindmarsh,Clean and quiet,5,6 years ago,Attractions
Duxton Plain Park,danny kim,Good,4,8 years ago,Attractions
Duxton Plain Park,Jae C,Seriously good,5,5 years ago,Attractions
Duxton Plain Park,Daniel,Love this park,5,6 years ago,Attractions
Duxton Plain Park,Johnny,Interesting.,3,Edited 6 years ago,Attractions
Duxton Plain Park,noor kassim,Nice place,5,3 years ago,Attractions
Duxton Plain Park,HAJA NOWSATH ALI,Nice place,5,a year ago,Attractions
Duxton Plain Park,Ade Wahyudin,"In this park there is a tomb of a granddaughter of Habib Nuh bin Muhamad alhabsyi, namely Syarifah Ruqoyyah binti Syarifah Badaniyyah binti Habib Nuh who because of that could not be evicted since it was first found. On the west side there …",5,7 years ago,Attractions
Duxton Plain Park,SMD Daud,"The tomb of Syarifah Rugayah Al Habsi, granddaughter of Habib Nuh Al Habsyi, Palmer Road, Singapore",5,a year ago,Attractions
Duxton Plain Park,manon kohler,A somewhat atypical neighborhood park since it is located at the foot of the pinnacle on the site of the old SGP/Malaysia railway line. Pleasant and ventilated place.,5,6 years ago,Attractions
Duxton Plain Park,Nenek Kembar,Came here because I wanted to make a pilgrimage to the grave of Habib Nuh's grandson. The garden is very comfortable and beautiful and clean. There are also lots of pigeons,5,7 years ago,Attractions
Duxton Plain Park,Lâm Phan Tùng,The grass is green and very beautiful,4,7 years ago,Attractions
Duxton Plain Park,Suhendri,Just stop by here for a while,4,7 years ago,Attractions
Duxton Plain Park,Marthen Marthen,mega comes again,5,5 years ago,Attractions
Duxton Plain Park,Sodik Curug,Girl,1,2 years ago,Attractions
Kinetic Garden,Stephenie Ng,"This garden is free entry.
It is so fun and interesting to check out the interactive items especially the magic swing, absolutely fascinating! Great for kids as well as the you g at …",4,3 years ago,Attractions
Kinetic Garden,Belle Gan,"Lots of kinetic related structures to explore. FOC entry. Not every area is shaded. Great exploration for family. Suitable for kids above 3yo.
There are swing, sound structure, music structure...
But have to be wary of red ants and mosquitoes.",4,3 years ago,Attractions
Kinetic Garden,Belinda Lee,Awesome day on 12 Jun! Great outdoors Wet Works for children and adults!,4,3 years ago,Attractions
Kinetic Garden,Dianaz Ayumi,Went there recently under the school excursion and the place was soo full of knowledgeable galleries. Soo many places to explore till there is no more time. The Kids Stop was superb too. Can bring your children here.,4,a year ago,Attractions
Kinetic Garden,Aliyyah Adam,"The garden never change since i went there during my school days. It helps the kids understand the kinetic energy and how they works or what it is beneficial for. Inside science centre is cold so if you want to do science amd get you body warm, you can go to this park and learn without feeling cold!",5,6 years ago,Attractions
Kinetic Garden,pot1925,Great review of what I have learned ages ago. Nice place to refresh and relax,5,a year ago,Attractions
Kinetic Garden,Iris Sim,"Kids love the place, me being an adult also loving this place.",5,a year ago,Attractions
Kinetic Garden,hayoungx아가새,I was here when i'm 11 and it have a sound science so me and my fam really love it. But now me and my fam planning to go there again but the sound science is gone. I'm really sad... It was the best thing y kno,4,7 years ago,Attractions
Kinetic Garden,Edmund Tan,Neices enjoyed great food at Taiwanese restaurant.,5,a year ago,Attractions
Kinetic Garden,Vasanth Amana,great fun for kids for no charge.. my kid loved every bit,5,6 years ago,Attractions
Kinetic Garden,Shurn Heng,A nice place to bring your date on the cheap.,4,2 years ago,Attractions
Kinetic Garden,Md Golam Rubbani,All cool equipments for primary and secondary stundent to think about and learn,5,6 years ago,Attractions
Kinetic Garden,Cyrex Diablo,A👌 Ok …,5,3 years ago,Attractions
Kinetic Garden,Y. Heng,"Science meets Fun, great for families",5,2 years ago,Attractions
Kinetic Garden,MARIA CHRISTINA M. CALDIT,Amazing place for kids..,5,2 years ago,Attractions
Kinetic Garden,Clement Toh,Great experience to learn about physics experiments,4,6 years ago,Attractions
Kinetic Garden,Hanh Ta,Great science experience area for children from kindergarten to high school.,5,a year ago,Attractions
Kinetic Garden,Phuong Dang,Great for kids.,5,10 months ago,Attractions
SkyHelix Sentosa,Sandeep Kuppan,"Really worth it. Amazing experience, great people, very friendly, very knowledgeable about Singapore, nice music. Highly recommend",5,a week ago,Attractions
SkyHelix Sentosa,Suhas Goel,"⭐⭐⭐⭐⭐ 5‑Star Ride at SkyHelix Sentosa – A Sky‑High Treat for Families!

Our family had an absolutely magical time aboard SkyHelix Sentosa, a scenic …",5,a month ago,Attractions
SkyHelix Sentosa,Kim Jing Zhe,Very fun and easy ride! Very nice view to see the whole of Sentosa. Extremely friendly and knowledgeable guide THILA 😍 Highly recommend this activity 🤟🏼 …,5,a month ago,Attractions
SkyHelix Sentosa,Asmita More,"SkyHelix Sentosa Review: A Decent Experience, But Not for Thrill-Seekers

We visited SkyHelix Sentosa in the morning, hoping for something fun or unique, …",3,Edited 4 weeks ago,Attractions
SkyHelix Sentosa,Esther Ling,"Kudos to Mythlli, our host!
Thank you so much for your hospitality—everything was absolutely wonderful. Thank you for being such an engaging and knowledgeable host. Your passion and energy …",5,2 months ago,Attractions
SkyHelix Sentosa,Eva Discutido,My experience was so incredible since I was the only one in that ride. I was so happy that i get to feel the moment alone. Aira was my host and she was kind and hospitable. She really love to entertain her guests while making sure they get …,5,5 months ago,Attractions
SkyHelix Sentosa,Hassan Gardezi,We happen to go there by chance as I had bought ticket of two in one while buying Universal studios and Cable car ticket. This experience was free included in that. …,5,9 months ago,Attractions
SkyHelix Sentosa,Alvin Liew,"Went at around 6:15.

Enjoyed the late afternoon golden yellow skies and was blasted cool breezes. The …",5,6 months ago,Attractions
SkyHelix Sentosa,abby,"Nearly missed the last ride as we spent the day at Universal Studios. Had a combined ticket with the Cable car, US and the Helix. Worth the trip up for a magnificent site. Not for the faint hearted though.",5,5 months ago,Attractions
SkyHelix Sentosa,V,"Went to SkyHelix Sentosa the other day not gonna lie, it was kinda underwhelming. The view was nice, especially around sunset, but the ride itself was super slow and over in like 10 minutes. They give you a drink, which is cute, but it’s …",5,a month ago,Attractions
SkyHelix Sentosa,Paramesha Lingayata,We had a good experience with leezzah. She showed and explained us really well and also was really politely. We recommend this to all coming to sentoza island.we will also come back again.,5,2 months ago,Attractions
SkyHelix Sentosa,Jack Newland,Got tickets as part of the cable car deal and it did not disappoint. Nice and quick little view of the sunset was perfect way to end the day at universal studios.,5,3 months ago,Attractions
SkyHelix Sentosa,Shannon Powell,We had a great time an amazing view and we learned so much about Singapore from the ride operator Isqandar! He also took fantastic pictures for us! Thank you for a memorable experience,5,4 months ago,Attractions
SkyHelix Sentosa,Anurag Poddar,Very calm and peaceful experience. Went at sunset time and it was perfect for view. Must plan in evenings for a great view.,5,3 months ago,Attractions
SkyHelix Sentosa,Arid Gega,"Great view of the whole island, city and Indonesia in the background. Kai was a great host",5,4 months ago,Attractions
SkyHelix Sentosa,Kow Seelia Arumugam,"Skyhelix was awesome though I was not a fan of such heights.
Must say the crew (Ms Thila, Isqandar, Cassandra, Ira was friendly & hospitable. …",5,2 months ago,Attractions
SkyHelix Sentosa,Saravanan,"It's a ride where you can see everything! The capsule goes up to 79 meters.

When it gets that high, it'll turn around slowly so you can see all of Sentosa …",5,a month ago,Attractions
SkyHelix Sentosa,Jaycee Feng,Amazing views at the top! Super friendly staff right from the moment we arrived for the ride. …,5,3 years ago,Attractions
SkyHelix Sentosa,Brian Cheong,"Had a wonderful and chill (no pun intended) experience.

Ride is roughly 12 to 15mins with a drink in the package. …",5,a year ago,Attractions
SkyHelix Sentosa,SONG QIAN HCI,Sky helix is super fun. I do not recommend it for people fearful of heights but this is definitely the place for adventurous people. Great view of the sunset and the gentle wind was soothing.,5,10 months ago,Attractions
